3312	ISW-_E_00001_SE_01_T_03_DF_01	w2456	nach	nach	nach	NONE
3313	ISW-_E_00001_SE_01_T_03_DF_01	w2457	mindestens	mindestens	mindestens	NONE
3314	ISW-_E_00001_SE_01_T_03_DF_01	w2458	zwölf	zwölf	zwölf	B-DUR
3315	ISW-_E_00001_SE_01_T_03_DF_01	w2459	Jahren	Jahren	Jahr	I-DUR
3316	ISW-_E_00001_SE_01_T_03_DF_01	w2460	eine	eine	eine	NONE
3317	ISW-_E_00001_SE_01_T_03_DF_01	w2461	Pangsion	Pangsion	Pangsion	NONE
3318	ISW-_E_00001_SE_01_T_03_DF_01	w2462	geben	geben	geben	NONE
3319	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3320	ISW-_E_00001_SE_01_T_03_DF_01	(--)	NONE	NONE	NONE	NONE
3321	ISW-_E_00001_SE_01_T_03_DF_01	w2463	Ah	Ah	ah	NONE
3322	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
3323	ISW-_E_00001_SE_01_T_03_DF_01	w2464	dass	dass	dass	NONE
3324	ISW-_E_00001_SE_01_T_03_DF_01	w2465	man	man	man	NONE
3325	ISW-_E_00001_SE_01_T_03_DF_01	w2466	nach	nach	nach	NONE
3326	ISW-_E_00001_SE_01_T_03_DF_01	w2467	mindestens	mindestens	mindestens	NONE
3327	ISW-_E_00001_SE_01_T_03_DF_01	w2468	zwölf	zwölf	zwölf	B-DUR
3328	ISW-_E_00001_SE_01_T_03_DF_01	w2469	Jahren	Jahren	Jahr	I-DUR
3329	ISW-_E_00001_SE_01_T_03_DF_01	w2470	pensionsberechtigt	pensionsberechtigt	pensionsberechtigt	NONE
3330	ISW-_E_00001_SE_01_T_03_DF_01	w2471	wird	wird	werden	NONE
3331	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3332	ISW-_E_00001_SE_01_T_03_DF_01	w2472	Und	Und	und	NONE
3333	ISW-_E_00001_SE_01_T_03_DF_01	w2473	da	da	da	NONE
3334	ISW-_E_00001_SE_01_T_03_DF_01	w2474	eine	eine	eine	NONE
3335	ISW-_E_00001_SE_01_T_03_DF_01	w2475	Frau	Frau	Frau	NONE
3336	ISW-_E_00001_SE_01_T_03_DF_01	w2476	mit	mit	mit	NONE
3337	ISW-_E_00001_SE_01_T_03_DF_01	w2477	sechzig	sechzig	sechzig	B-AGE
3338	ISW-_E_00001_SE_01_T_03_DF_01	w2478	in	in	in	NONE
3339	ISW-_E_00001_SE_01_T_03_DF_01	w2479	Pangsion	Pangsion	Pangsion	NONE
3340	ISW-_E_00001_SE_01_T_03_DF_01	w2480	geht	geht	gehen	NONE
3341	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
3342	ISW-_E_00001_SE_01_T_03_DF_01	w2481	muss	muss	müssen	NONE
3343	ISW-_E_00001_SE_01_T_03_DF_01	w2482	sie	sie	sie	NONE
3344	ISW-_E_00001_SE_01_T_03_DF_01	w2483	also	also	also	NONE
3345	ISW-_E_00001_SE_01_T_03_DF_01	w2484	vor	vor	vor	NONE
3346	ISW-_E_00001_SE_01_T_03_DF_01	w2485	ihrem	ihrem	ihr	NONE
3347	ISW-_E_00001_SE_01_T_03_DF_01	w2486	pf	pf	pf	NONE
3348	ISW-_E_00001_SE_01_T_03_DF_01	/	NONE	NONE	NONE	NONE
3349	ISW-_E_00001_SE_01_T_03_DF_01	w2487	fünfzigsten	fünfzigsten	fünfzigst	B-AGE
3350	ISW-_E_00001_SE_01_T_03_DF_01	w2488	Lebensjahr	Lebensjahr	Lebensjahr	I-AGE
3351	ISW-_E_00001_SE_01_T_03_DF_01	w2489	anfangen	anfangen	anfangen	NONE
3352	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3353	ISW-_E_00001_SE_01_T_03_DF_01	w2490	Und	Und	und	NONE
3354	ISW-_E_00001_SE_01_T_03_DF_01	w2491	da	da	da	NONE
3355	ISW-_E_00001_SE_01_T_03_DF_01	w2492	bin	bin	sein	NONE
3356	ISW-_E_00001_SE_01_T_03_DF_01	w2493	ich	ich	ich	NONE
3357	ISW-_E_00001_SE_01_T_03_DF_01	w2494	grad	grad	gerade	NONE
3358	ISW-_E_00001_SE_01_T_03_DF_01	w2495	noch	noch	noch	NONE
3359	ISW-_E_00001_SE_01_T_03_DF_01	w2496	so	so	so	NONE
3360	ISW-_E_00001_SE_01_T_03_DF_01	w2497	hereingerutscht	hereingerutscht	hereingerutscht	NONE
3361	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3362	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
3363	ISW-_E_00001_SE_01_T_03_DF_01	w2498	Und	Und	und	NONE
3364	ISW-_E_00001_SE_01_T_03_DF_01	w2499	es	es	es	NONE
3365	ISW-_E_00001_SE_01_T_03_DF_01	w2500	war	war	sein	NONE
3366	ISW-_E_00001_SE_01_T_03_DF_01	w2501	nicht	nicht	nicht	NONE
3367	ISW-_E_00001_SE_01_T_03_DF_01	w2502	leicht	leicht	leicht	NONE
3368	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3369	ISW-_E_00001_SE_01_T_03_DF_01	w2503	Das	Das	die	NONE
3370	ISW-_E_00001_SE_01_T_03_DF_01	w2504	geb	geb	geb	NONE
3371	ISW-_E_00001_SE_01_T_03_DF_01	w2505	ich	ich	ich	NONE
3372	ISW-_E_00001_SE_01_T_03_DF_01	w2506	zu	zu	zu	NONE
3373	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
3374	ISW-_E_00001_SE_01_T_03_DF_01	w2507	ich	ich	ich	NONE
3375	ISW-_E_00001_SE_01_T_03_DF_01	w2508	hab	hab	haben	NONE
3376	ISW-_E_00001_SE_01_T_03_DF_01	w2509	acht	acht	acht	B-DUR
3377	ISW-_E_00001_SE_01_T_03_DF_01	w2510	Stunden	Stunden	Stunde	I-DUR
3378	ISW-_E_00001_SE_01_T_03_DF_01	w2511	gearbeitet	gearbeitet	arbeiten	NONE
3379	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3380	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
3381	ISW-_E_00001_SE_01_T_03_DF_01	w2512	Mit	Mit	mit	NONE
3382	ISW-_E_00001_SE_01_T_03_DF_01	/	NONE	NONE	NONE	NONE
3383	ISW-_E_00001_SE_01_T_03_DF_01	w2513	und	und	und	NONE
3384	ISW-_E_00001_SE_01_T_03_DF_01	w2514	krieg	krieg	kriegen	NONE
3385	ISW-_E_00001_SE_01_T_03_DF_01	w2515	das	das	die	NONE
3386	ISW-_E_00001_SE_01_T_03_DF_01	w2516	vorgeworfen	vorgeworfen	vorwerfen	NONE
3387	ISW-_E_00001_SE_01_T_03_DF_01	w2517	von	von	von	NONE
3388	ISW-_E_00001_SE_01_T_03_DF_01	w2518	meinem	meinem	mein	NONE
3389	ISW-_E_00001_SE_01_T_03_DF_01	w2519	jüngeren	jüngeren	jung	NONE
3390	ISW-_E_00001_SE_01_T_03_DF_01	w2520	Sohn	Sohn	Sohn	NONE
3391	ISW-_E_00001_SE_01_T_03_DF_01	:	NONE	NONE	NONE	NONE
3392	ISW-_E_00001_SE_01_T_03_DF_01	""""""""""	NONE	NONE	NONE	NONE
3393	ISW-_E_00001_SE_01_T_03_DF_01	w2521	Du	Du	du	NONE
3394	ISW-_E_00001_SE_01_T_03_DF_01	w2522	warst	warst	sein	NONE
3395	ISW-_E_00001_SE_01_T_03_DF_01	w2523	ja	ja	ja	NONE
3396	ISW-_E_00001_SE_01_T_03_DF_01	w2524	nie	nie	nie	NONE
3397	ISW-_E_00001_SE_01_T_03_DF_01	w2525	zuhaus	zuhaus	zuhaus	NONE
3398	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3399	ISW-_E_00001_SE_01_T_03_DF_01	""""""""""	NONE	NONE	NONE	NONE
3400	ISW-_E_00001_SE_01_T_03_DF_01	(3)	NONE	NONE	NONE	NONE
3401	ISW-_E_00001_SE_01_T_03_DF_01	w2526	Obwohl	Obwohl	obwohl	NONE
3402	ISW-_E_00001_SE_01_T_03_DF_01	w2527	ich	ich	ich	NONE
3403	ISW-_E_00001_SE_01_T_03_DF_01	w2528	schon	schon	schon	NONE
3404	ISW-_E_00001_SE_01_T_03_DF_01	w2529	fuffzig	fuffzig	fuffzig	B-AGE
3405	ISW-_E_00001_SE_01_T_03_DF_01	w2530	war	war	sein	NONE
3406	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
3407	ISW-_E_00001_SE_01_T_03_DF_01	w2531	wie	wie	wie	NONE
3408	ISW-_E_00001_SE_01_T_03_DF_01	w2532	ich	ich	ich	NONE
3409	ISW-_E_00001_SE_01_T_03_DF_01	w2533	da	da	da	NONE
3410	ISW-_E_00001_SE_01_T_03_DF_01	w2534	begonnen	begonnen	beginnen	NONE
3411	ISW-_E_00001_SE_01_T_03_DF_01	w2535	hab	hab	haben	NONE
3412	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3413	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
3414	ISW-_E_00001_SE_01_T_03_DF_01	w2536	Also	Also	also	NONE
3415	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
3416	ISW-_E_00001_SE_01_T_03_DF_01	w2537	wieviel	wieviel	wieviele	NONE
3417	ISW-_E_00001_SE_01_T_03_DF_01	w2538	Jahre	Jahre	Jahr	B-DUR
3418	ISW-_E_00001_SE_01_T_03_DF_01	w2539	war	war	sein	NONE
3419	ISW-_E_00001_SE_01_T_03_DF_01	w2540	ich	ich	ich	NONE
3420	ISW-_E_00001_SE_01_T_03_DF_01	w2541	zuhaus	zuhaus	zuhaus	NONE
3421	ISW-_E_00001_SE_01_T_03_DF_01	?	NONE	NONE	NONE	NONE
3422	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
3423	ISW-_E_00001_SE_01_T_03_DF_01	IR	NONE	NONE	NONE	NONE
3424	ISW-_E_00001_SE_01_T_03_DF_01	w2542	Genau	Genau	genau	NONE
3425	ISW-_E_00001_SE_01_T_03_DF_01	w2543	ja	ja	ja	NONE
3426	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
3427	ISW-_E_00001_SE_01_T_03_DF_01	w2544	versichern	versichern	versichern	NONE
3428	ISW-_E_00001_SE_01_T_03_DF_01	w2545	lassen	lassen	lassen	NONE
3429	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3430	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
3431	ISW-_E_00001_SE_01_T_03_DF_01	IR	NONE	NONE	NONE	NONE
3432	ISW-_E_00001_SE_01_T_03_DF_01	(	NONE	NONE	NONE	NONE
3433	ISW-_E_00001_SE_01_T_03_DF_01	w2546	LACHT	LACHT	lachen	NONE
3434	ISW-_E_00001_SE_01_T_03_DF_01	)	NONE	NONE	NONE	NONE
3435	ISW-_E_00001_SE_01_T_03_DF_01	NONE	NONE	NONE	NONE	NONE
3436	ISW-_E_00001_SE_01_T_03_DF_01	MA	NONE	NONE	NONE	NONE
3437	ISW-_E_00001_SE_01_T_03_DF_01	(-)	NONE	NONE	NONE	NONE
3438	ISW-_E_00001_SE_01_T_03_DF_01	(	NONE	NONE	NONE	NONE
3439	ISW-_E_00001_SE_01_T_03_DF_01	w2547	MURMELT	MURMELT	murmeln	NONE
3440	ISW-_E_00001_SE_01_T_03_DF_01	)	NONE	NONE	NONE	NONE
3441	ISW-_E_00001_SE_01_T_03_DF_01	""""""""""	NONE	NONE	NONE	NONE
3442	ISW-_E_00001_SE_01_T_03_DF_01	w2548	Du	Du	du	NONE
3443	ISW-_E_00001_SE_01_T_03_DF_01	w2549	hast	hast	haben	NONE
3444	ISW-_E_00001_SE_01_T_03_DF_01	w2550	ja	ja	ja	NONE
3445	ISW-_E_00001_SE_01_T_03_DF_01	w2551	immer	immer	immer	NONE
3446	ISW-_E_00001_SE_01_T_03_DF_01	""""""""""	NONE	NONE	NONE	NONE
3447	ISW-_E_00001_SE_01_T_03_DF_01	/	NONE	NONE	NONE	NONE
3448	ISW-_E_00001_SE_01_T_03_DF_01	w2552	Er	Er	er	NONE
3449	ISW-_E_00001_SE_01_T_03_DF_01	w2553	musste	musste	müssen	NONE
3450	ISW-_E_00001_SE_01_T_03_DF_01	w2554	wirklich	wirklich	wirklich	NONE
3451	ISW-_E_00001_SE_01_T_03_DF_01	w2555	von	von	von	NONE
3452	ISW-_E_00001_SE_01_T_03_DF_01	w2556	der	der	die	NONE
3453	ISW-_E_00001_SE_01_T_03_DF_01	w2557	Schule	Schule	Schule	NONE
3454	ISW-_E_00001_SE_01_T_03_DF_01	w2558	nachhaus	nachhaus	nachhaus	NONE
3455	ISW-_E_00001_SE_01_T_03_DF_01	w2559	kommen	kommen	kommen	NONE
3456	ISW-_E_00001_SE_01_T_03_DF_01	w2560	und	und	und	NONE
3457	ISW-_E_00001_SE_01_T_03_DF_01	w2561	sich	sich	sich	NONE
3458	ISW-_E_00001_SE_01_T_03_DF_01	w2562	das	das	die	NONE
3459	ISW-_E_00001_SE_01_T_03_DF_01	w2563	Essen	Essen	Essen	NONE
3460	ISW-_E_00001_SE_01_T_03_DF_01	w2564	warm	warm	warm	NONE
3461	ISW-_E_00001_SE_01_T_03_DF_01	w2565	machen	machen	machen	NONE
3462	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3463	ISW-_E_00001_SE_01_T_03_DF_01	w2566	Das	Das	die	NONE
3464	ISW-_E_00001_SE_01_T_03_DF_01	w2567	stimmt	stimmt	stimmen	NONE
3465	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3466	ISW-_E_00001_SE_01_T_03_DF_01	w2568	Denn	Denn	denn	NONE
3467	ISW-_E_00001_SE_01_T_03_DF_01	w2569	er	er	er	NONE
3468	ISW-_E_00001_SE_01_T_03_DF_01	w2570	war	war	sein	NONE
3469	ISW-_E_00001_SE_01_T_03_DF_01	w2571	noch	noch	noch	NONE
3470	ISW-_E_00001_SE_01_T_03_DF_01	w2572	in	in	in	NONE
3471	ISW-_E_00001_SE_01_T_03_DF_01	w2573	der	der	die	NONE
3472	ISW-_E_00001_SE_01_T_03_DF_01	w2574	Volksschule	Volksschule	Volksschule	NONE
3473	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
3474	ISW-_E_00001_SE_01_T_03_DF_01	(	NONE	NONE	NONE	NONE
3475	ISW-_E_00001_SE_01_T_03_DF_01	w2575	TÜR	TÜR	Türe	NONE
3476	ISW-_E_00001_SE_01_T_03_DF_01	w2576	IM	IM	IM	NONE
3477	ISW-_E_00001_SE_01_T_03_DF_01	w2577	ANDERN	ANDERN	ANDERN	NONE
3478	ISW-_E_00001_SE_01_T_03_DF_01	w2578	ZIMMER	ZIMMER	Zimmer	NONE
3479	ISW-_E_00001_SE_01_T_03_DF_01	w2579	WIRD	WIRD	werden	NONE
3480	ISW-_E_00001_SE_01_T_03_DF_01	w2580	GEÖFFNET	GEÖFFNET	geöffnet	NONE
3481	ISW-_E_00001_SE_01_T_03_DF_01	)	NONE	NONE	NONE	NONE
3482	ISW-_E_00001_SE_01_T_03_DF_01	w2581	Ja	Ja	ja	NONE
3483	ISW-_E_00001_SE_01_T_03_DF_01	,	NONE	NONE	NONE	NONE
3484	ISW-_E_00001_SE_01_T_03_DF_01	w2582	jetzt	jetzt	jetzt	B-TIME
3485	ISW-_E_00001_SE_01_T_03_DF_01	w2583	kommt	kommt	kommen	NONE
3486	ISW-_E_00001_SE_01_T_03_DF_01	w2584	mein	mein	mein	NONE
3487	ISW-_E_00001_SE_01_T_03_DF_01	w2585	Mann	Mann	Mann	NONE
3488	ISW-_E_00001_SE_01_T_03_DF_01	.	NONE	NONE	NONE	NONE
NONE	fileid	wid	token	norm	lemma	ontoNer
0	ISW-_E_00001_SE_01_T_04_DF_01	# /home/ruppenhofer/repos/agd/sample_files/isw/iso-transcripts/ISW-_E_00001_SE_01_T_04_DF_01.xml.annotated.xml	NONE	NONE	NONE	NONE
1	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
2	ISW-_E_00001_SE_01_T_04_DF_01	REST	NONE	NONE	NONE	NONE
3	ISW-_E_00001_SE_01_T_04_DF_01	((00:38:11))	NONE	NONE	NONE	NONE
4	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
5	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
6	ISW-_E_00001_SE_01_T_04_DF_01	w1	Shalom	Shalom	Shalom	NONE
7	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
8	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
9	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
10	ISW-_E_00001_SE_01_T_04_DF_01	w2	Wir	Wir	wir	NONE
11	ISW-_E_00001_SE_01_T_04_DF_01	w3	haben	haben	haben	NONE
12	ISW-_E_00001_SE_01_T_04_DF_01	w4	hohen	hohen	hoch	NONE
13	ISW-_E_00001_SE_01_T_04_DF_01	w5	Besuch	Besuch	Besuch	NONE
14	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
15	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
16	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
17	ISW-_E_00001_SE_01_T_04_DF_01	w6	Aha	Aha	aha	NONE
18	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
19	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
20	ISW-_E_00001_SE_01_T_04_DF_01	w7	TÜR	TÜR	Türe	NONE
21	ISW-_E_00001_SE_01_T_04_DF_01	w8	WIRD	WIRD	werden	NONE
22	ISW-_E_00001_SE_01_T_04_DF_01	w9	GESCHLOSSEN	GESCHLOSSEN	geschlossen	NONE
23	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
24	ISW-_E_00001_SE_01_T_04_DF_01	w10	Hello	Hello	Hello	NONE
25	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
26	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
27	ISW-_E_00001_SE_01_T_04_DF_01	w11	Ich	Ich	ich	NONE
28	ISW-_E_00001_SE_01_T_04_DF_01	w12	bin	bin	sein	NONE
29	ISW-_E_00001_SE_01_T_04_DF_01	w13	nur	nur	nur	NONE
30	ISW-_E_00001_SE_01_T_04_DF_01	w14	der	der	die	NONE
31	ISW-_E_00001_SE_01_T_04_DF_01	w15	Ehemann	Ehemann	Ehemann	NONE
32	ISW-_E_00001_SE_01_T_04_DF_01	w16	von	von	von	NONE
33	ISW-_E_00001_SE_01_T_04_DF_01	w17	dieser	dieser	dies	NONE
34	ISW-_E_00001_SE_01_T_04_DF_01	w18	Dame	Dame	Dame	NONE
35	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
36	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
37	ISW-_E_00001_SE_01_T_04_DF_01	IR	NONE	NONE	NONE	NONE
38	ISW-_E_00001_SE_01_T_04_DF_01	w19	Grüß	Grüß	grüßen	NONE
39	ISW-_E_00001_SE_01_T_04_DF_01	w20	Gott	Gott	Gott	NONE
40	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
41	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
42	ISW-_E_00001_SE_01_T_04_DF_01	REST	NONE	NONE	NONE	NONE
43	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
44	ISW-_E_00001_SE_01_T_04_DF_01	w21	LACHEN	LACHEN	lachen	NONE
45	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
46	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
47	ISW-_E_00001_SE_01_T_04_DF_01	w22	KAFFEEGESCHIRR	KAFFEEGESCHIRR	Kaffeegeschirr	NONE
48	ISW-_E_00001_SE_01_T_04_DF_01	w23	KLIRRT	KLIRRT	KLIRRT	NONE
49	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
50	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
51	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
52	ISW-_E_00001_SE_01_T_04_DF_01	w24	Alexander	Alexander	Alexander	B-PER
53	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
54	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
55	ISW-_E_00001_SE_01_T_04_DF_01	REST	NONE	NONE	NONE	NONE
56	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
57	ISW-_E_00001_SE_01_T_04_DF_01	…	NONE	NONE	NONE	NONE
58	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
59	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
60	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
61	ISW-_E_00001_SE_01_T_04_DF_01	w25	Ich	Ich	ich	NONE
62	ISW-_E_00001_SE_01_T_04_DF_01	w26	hab	hab	haben	NONE
63	ISW-_E_00001_SE_01_T_04_DF_01	w27	sie	sie	sie	NONE
64	ISW-_E_00001_SE_01_T_04_DF_01	w28	vor	vor	vor	NONE
65	ISW-_E_00001_SE_01_T_04_DF_01	w29	allen	allen	alle	NONE
66	ISW-_E_00001_SE_01_T_04_DF_01	w30	Dingen	Dingen	Ding	NONE
67	ISW-_E_00001_SE_01_T_04_DF_01	w31	darauf	darauf	darauf	NONE
68	ISW-_E_00001_SE_01_T_04_DF_01	w32	verwiesen	verwiesen	verweisen	NONE
69	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
70	ISW-_E_00001_SE_01_T_04_DF_01	w33	dass	dass	dass	NONE
71	ISW-_E_00001_SE_01_T_04_DF_01	w34	sie	sie	sie	NONE
72	ISW-_E_00001_SE_01_T_04_DF_01	w35	unbedingt	unbedingt	unbedingt	NONE
73	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
74	ISW-_E_00001_SE_01_T_04_DF_01	w36	von	von	von	NONE
75	ISW-_E_00001_SE_01_T_04_DF_01	w37	Amis	Amis	Ami	B-PER
76	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
77	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
78	ISW-_E_00001_SE_01_T_04_DF_01	w38	Amus	Amus	Amus	B-PER
79	ISW-_E_00001_SE_01_T_04_DF_01	w39	Alon	Alon	Alon	I-PER
80	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
81	ISW-_E_00001_SE_01_T_04_DF_01	w40	den	den	die	NONE
82	ISW-_E_00001_SE_01_T_04_DF_01	w41	He	He	He	NONE
83	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
84	ISW-_E_00001_SE_01_T_04_DF_01	w42	die	die	die	NONE
85	ISW-_E_00001_SE_01_T_04_DF_01	w43	Herzl	Herzl	Herzl	B-PER
86	ISW-_E_00001_SE_01_T_04_DF_01	-	NONE	NONE	NONE	NONE
87	ISW-_E_00001_SE_01_T_04_DF_01	w44	Biographie	Biographie	Biographie	NONE
88	ISW-_E_00001_SE_01_T_04_DF_01	w45	lesen	lesen	lesen	NONE
89	ISW-_E_00001_SE_01_T_04_DF_01	w46	müssen	müssen	müssen	NONE
90	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
91	ISW-_E_00001_SE_01_T_04_DF_01	w47	Weil	Weil	weil	NONE
92	ISW-_E_00001_SE_01_T_04_DF_01	w48	sie	sie	sie	NONE
93	ISW-_E_00001_SE_01_T_04_DF_01	w49	nicht	nicht	nicht	NONE
94	ISW-_E_00001_SE_01_T_04_DF_01	w50	viel	viel	viele	NONE
95	ISW-_E_00001_SE_01_T_04_DF_01	w51	Ahnung	Ahnung	Ahnung	NONE
96	ISW-_E_00001_SE_01_T_04_DF_01	w52	haben	haben	haben	NONE
97	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
98	ISW-_E_00001_SE_01_T_04_DF_01	(--)	NONE	NONE	NONE	NONE
99	ISW-_E_00001_SE_01_T_04_DF_01	w53	Wie	Wie	wie	NONE
100	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
101	ISW-_E_00001_SE_01_T_04_DF_01	w54	wie	wie	wie	NONE
102	ISW-_E_00001_SE_01_T_04_DF_01	w55	ist	ist	sein	NONE
103	ISW-_E_00001_SE_01_T_04_DF_01	w56	das	das	die	NONE
104	ISW-_E_00001_SE_01_T_04_DF_01	w57	überhaupt	überhaupt	überhaupt	NONE
105	ISW-_E_00001_SE_01_T_04_DF_01	w58	alles	alles	alle	NONE
106	ISW-_E_00001_SE_01_T_04_DF_01	w59	entstanden	entstanden	entstehen	NONE
107	ISW-_E_00001_SE_01_T_04_DF_01	w60	hier	hier	hier	NONE
108	ISW-_E_00001_SE_01_T_04_DF_01	?	NONE	NONE	NONE	NONE
109	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
110	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
111	ISW-_E_00001_SE_01_T_04_DF_01	w61	Gute	Gute	gut	NONE
112	ISW-_E_00001_SE_01_T_04_DF_01	w62	Idee	Idee	Idee	NONE
113	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
114	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
115	ISW-_E_00001_SE_01_T_04_DF_01	w63	Sehr	Sehr	sehr	NONE
116	ISW-_E_00001_SE_01_T_04_DF_01	w64	gute	gute	gut	NONE
117	ISW-_E_00001_SE_01_T_04_DF_01	w65	Idee	Idee	Idee	NONE
118	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
119	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
120	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
121	ISW-_E_00001_SE_01_T_04_DF_01	w66	Na	Na	na	NONE
122	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
123	ISW-_E_00001_SE_01_T_04_DF_01	w67	was	was	was	NONE
124	ISW-_E_00001_SE_01_T_04_DF_01	w68	willst	willst	wollen	NONE
125	ISW-_E_00001_SE_01_T_04_DF_01	w69	du	du	du	NONE
